Rooms,Square,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Ecology_2,Ecology_3,Social_1,Social_2,Social_3,Healthcare_1,Helthcare_2,Shops_1,Shops_2,Price,Price_sq_meter_y
3.0,68.17371181080271,8.0,1,4.0,1950,0.006076152,0,0,30,5285,0,645.0,6,6,0,160694.58454774346,4797.165148359558
3.0,79.21001117192617,10.0,7,17.0,2016,0.007122317,0,0,1,264,0,900.0,0,1,0,219759.35301593665,3251.274406336983
1.0,46.287194690063856,1.0,13,12.0,2015,0.089039719,0,0,33,7976,5,900.0,0,11,0,195895.9832191407,4358.274853343686
1.0,56.07258223016439,1.0,4,9.0,1977,0.43788524,0,0,23,5735,3,1084.0,0,5,0,118414.99840115511,2963.980646359796
1.0,39.58373768587651,10.0,8,16.0,2004,0.041116354,0,0,53,14892,4,900.0,1,4,0,154045.5697295504,4031.0065395695938
1.0,45.20279190700034,1.0,6,17.0,2013,0.01405792,0,0,1,290,0,900.0,0,0,0,80178.57324565164,2762.5132834394954
2.0,47.545752530120104,6.0,1,9.0,1971,0.212515361,0,0,19,3293,16,628.0,3,7,0,205003.57688673653,5111.608785385811
1.0,42.476702437757545,8.0,5,12.0,2003,0.041116354,0,0,53,14892,4,900.0,1,4,0,172894.05975500876,4031.0065395695938
4.0,74.17227960420624,6.0,4,16.0,1970,0.0,0,0,36,6714,2,2672.0,0,2,0,338641.2402836293,4473.0908198796715
2.0,54.451125367208185,1.0,10,17.0,1977,7.81528e-05,0,0,22,6398,141,1046.0,3,23,0,203578.3619212029,2832.0950982354543
3.0,88.04193013555124,1.0,16,22.0,1977,0.0077202819999999985,0,0,38,4788,2,900.0,0,4,0,232204.65654809072,4229.830132718442
1.0,40.362079828424676,1.0,17,22.0,1977,7.81528e-05,0,0,22,6398,141,1046.0,3,23,0,126751.45108778682,2832.0950982354543
1.0,33.56089122560992,1.0,8,9.0,2017,0.034656082000000005,0,0,0,168,0,900.0,0,0,0,63839.10105138373,2272.4391831680537
1.0,44.03756392280616,8.0,5,12.0,1996,0.090799103,0,0,74,19083,2,900.0,5,15,0,188395.63466612695,4273.749206965422
1.0,59.05677092061824,12.0,4,22.0,2007,0.309479124,0,0,35,7715,4,990.0,0,6,0,328346.4375271223,4541.338495649586
3.0,56.45227383408976,5.0,7,9.0,1965,0.341071945,0,0,27,5664,48,2300.0,3,11,0,272783.8796199872,4554.18745752802
1.0,40.354645865387404,6.0,2,14.0,1974,0.309479124,0,0,35,7715,4,990.0,0,6,0,156736.45010808384,4736.6316107216
2.0,61.734560637265304,1.0,8,7.0,2017,0.007122317,0,0,1,264,0,900.0,0,1,0,181580.02428659954,3251.274406336983
2.0,50.3918142242363,8.0,8,17.0,1986,0.019508796,0,0,37,7687,11,176.0,5,5,0,326174.1751906913,4736.6316107216
2.0,75.63255556596535,14.0,4,1.0,1977,7.81528e-05,0,0,22,6398,141,1046.0,3,23,0,132039.42225783187,2832.0950982354543
2.0,59.7145897678988,0.0,5,12.0,1977,0.011654127,0,0,4,915,0,900.0,0,0,0,139881.1926357559,2762.5132834394954
3.0,81.36600634470605,8.0,6,9.0,1961,0.050272014,0,0,21,4231,14,1020.0,0,3,0,447933.5570801573,5170.4972880835985
1.0,46.3188472439622,1.0,15,14.0,2014,0.060753049,0,0,15,2787,2,520.0,0,7,0,236093.1056323709,4642.136783920892
3.0,65.8691197490201,7.0,8,16.0,1973,0.007658515,0,0,35,7077,56,2301.0,3,19,0,383565.61511957506,5543.811002239719
1.0,32.937433504549944,5.0,7,5.0,1971,0.225824954,1,0,41,6558,7,1548.0,3,2,0,139657.14697670072,4188.4147446414245
1.0,44.647552758119495,9.0,19,17.0,2016,0.243204519,0,0,5,1564,0,540.0,0,0,0,137595.752932485,2861.079292929318
2.0,64.9717851102846,10.0,19,24.0,2017,0.007122317,0,0,1,264,0,900.0,0,1,0,212894.5475998681,3251.274406336983
2.0,58.99355814905813,11.0,9,14.0,2004,0.041116354,0,0,53,14892,4,900.0,1,4,0,235471.6524573881,4031.0065395695938
2.0,41.525813749698436,6.0,5,14.0,1975,0.319809354,0,0,25,4756,16,2857.0,5,8,0,208333.69385638068,5016.9683636336595
2.0,43.73631645956973,5.0,9,9.0,1972,0.111627393,0,0,50,12238,8,1970.0,2,3,0,249122.43960872607,5003.889499702173
2.0,75.96440189461201,11.0,2,25.0,2009,0.069753361,0,0,53,13670,4,900.0,1,11,0,188098.04754659414,4166.864688072443
2.0,68.77829383326376,1.0,4,17.0,1977,0.118537385,0,0,30,6207,1,1183.0,1,0,0,189098.43001386672,3553.678687223999
1.0,33.481414369667576,6.0,10,9.0,1975,0.371148999,0,0,34,7065,1,750.0,2,5,0,137341.5995198932,2938.048239111628
2.0,59.466919168449834,9.0,18,16.0,2016,0.130617806,0,0,39,10418,9,900.0,1,9,0,71291.54616277714,4562.0267772945335
1.0,44.34915818303492,8.0,5,12.0,1986,0.093442564,0,0,23,4635,5,3300.0,2,4,0,243040.13769314004,5017.6487513598795
1.0,40.27022239513371,8.0,5,12.0,1982,0.090799103,0,0,74,19083,2,900.0,5,15,0,194107.0221116977,4273.749206965422
1.0,37.59386618111414,0.0,3,0.0,1977,7.81528e-05,0,0,22,6398,141,1046.0,3,23,0,131908.21144078881,2832.0950982354543
1.0,42.06277176156735,1.0,10,17.0,2015,7.81528e-05,0,0,22,6398,141,1046.0,3,23,0,102227.31317059993,2832.0950982354543
3.0,74.19904875578756,10.0,5,14.0,2008,0.035145267,0,0,42,9292,3,2620.0,0,3,0,512797.3734005682,4541.338495649586
2.0,38.137956067939314,7.0,8,9.0,1967,0.006076152,0,0,30,5285,0,645.0,6,6,0,224757.9913985407,4797.165148359558
2.0,66.67957791873144,1.0,15,17.0,1977,0.195781053,0,0,23,5212,6,900.0,3,2,0,192084.11516777286,5286.848514413151
3.0,77.56325668408144,1.0,4,17.0,1977,0.007122317,0,0,1,264,0,900.0,0,1,0,221143.09214990772,3251.274406336983
1.0,40.65549933910779,10.0,18,19.0,2017,0.049637257,0,0,34,7759,0,229.0,1,3,0,199166.19839241388,4832.085356492249
1.0,30.190297488063845,10.0,8,17.0,2013,0.034656082000000005,0,0,0,168,0,900.0,0,0,0,102069.27074022224,2272.4391831680537
1.0,38.85688979182382,1.0,17,17.0,1977,0.011654127,0,0,4,915,0,900.0,0,0,0,125387.98424417328,2762.5132834394954
2.0,54.88593177280396,9.0,5,16.0,1983,0.000991363,0,0,33,6783,3,900.0,1,9,0,320532.7138504725,5478.576959464464
1.0,50.15487279331461,10.0,14,17.0,2018,0.23861713,0,0,26,3889,6,705.0,3,6,0,280202.20153327525,5433.8994784000715
2.0,60.987084505396545,1.0,5,1.0,1977,0.161531741,0,0,25,5648,1,30.0,2,4,0,179144.8130739315,3209.5553981422663
2.0,53.31873532888334,1.0,6,17.0,1977,0.243204519,0,0,5,1564,0,540.0,0,0,0,147639.02886498734,2861.079292929318
1.0,54.101322895002795,10.0,4,17.0,2015,0.072157581,0,0,2,629,1,900.0,0,0,1,135613.0266570616,2613.223638044904
2.0,54.029392622462204,8.0,7,17.0,1992,0.161531741,0,0,25,5648,1,30.0,2,4,0,173834.65371485846,3209.5553981422663
1.0,38.87446464457707,8.0,11,17.0,1993,0.219006007,0,0,28,6746,3,900.0,1,4,0,170851.18046692546,4124.217673241366
2.0,75.93979664656275,13.0,7,12.0,2009,0.0,0,0,6,2733,0,920.0,0,4,0,376746.4394810252,4651.1701097532
3.0,66.03304500970015,1.0,9,12.0,1977,0.034656082000000005,0,0,0,168,0,900.0,0,0,0,130284.35197633068,2272.4391831680537
1.0,33.250013099851344,5.0,3,5.0,1966,0.371148999,0,0,34,7065,1,750.0,2,5,0,111578.39249433018,3319.318045403382
1.0,40.870551150070575,8.0,11,17.0,1999,0.050755569,0,0,24,5469,1,145.0,0,1,0,202906.219573144,4571.660176827585
1.0,37.530396193144405,1.0,3,17.0,2015,0.011654127,0,0,4,915,0,900.0,0,0,0,96418.70117590172,2762.5132834394954
1.0,40.4898419889715,7.0,5,15.0,2001,0.0,0,0,30,5562,0,900.0,0,5,1,195089.17474542235,4120.025201223722
2.0,55.9506522751074,8.0,11,17.0,1998,0.0,0,0,30,5562,0,900.0,0,5,1,241056.0422181488,4308.368757398656
1.0,40.789580997310146,8.0,7,17.0,1999,0.090799103,0,0,74,19083,2,900.0,5,15,0,181058.00757746148,4273.749206965422
3.0,63.95277149942746,6.0,8,9.0,1968,0.135649789,0,0,46,7960,6,350.0,3,11,0,282595.0482116064,5017.6487513598795
2.0,80.12630122421082,11.0,15,24.0,2012,0.000991363,0,0,33,6783,3,900.0,1,9,0,308962.6082799329,5478.576959464464
2.0,58.317005269098864,10.0,22,22.0,1995,0.000991363,0,0,33,6783,3,900.0,1,9,0,290669.1457436673,4296.248343930521
2.0,61.547027611994935,1.0,9,17.0,2016,0.243204519,0,0,5,1564,0,540.0,0,0,0,173732.1387467272,2861.079292929318
3.0,78.26453604633366,11.0,7,24.0,2012,0.050900058,0,0,43,10621,1,30.0,2,3,0,311756.18582742626,3494.426935835619
2.0,65.2682581978848,8.0,5,5.0,1963,0.210473241,0,0,11,2398,2,1994.0,3,0,0,252551.9582572872,4542.404875138044
2.0,61.97995201755483,10.0,3,17.0,2002,0.13321533300000002,0,0,49,11395,3,1406.0,3,4,1,248095.79059810823,4117.731855075404
1.0,36.867610105214325,6.0,1,9.0,1969,0.050755569,0,0,24,5469,1,145.0,0,1,0,156960.71172623485,4571.660176827585
2.0,66.35728841460525,0.0,3,12.0,1977,0.43788524,0,0,23,5735,3,1084.0,0,5,0,152850.1336404857,2963.980646359796
2.0,63.55522917235734,1.0,9,20.0,1977,0.007122317,0,0,1,264,0,900.0,0,1,0,204348.19562516303,3251.274406336983
2.0,53.965898978287726,8.0,19,17.0,1995,0.034331497,0,0,25,5487,3,900.0,0,4,0,271788.0071933646,3986.5681703354994
1.0,17.046187516471182,8.0,7,12.0,1982,0.300322518,0,0,52,10311,6,900.0,1,9,0,74222.11046534611,4300.519071154547
1.0,40.46922408213322,10.0,19,20.0,2017,0.041124634,0,0,46,9515,5,900.0,1,10,0,240710.8601978821,5115.764637301367
3.0,76.1262742163286,10.0,10,17.0,2009,0.075778755,0,0,6,1437,3,900.0,0,2,0,299563.85715687263,2272.4391831680537
3.0,98.1146814766507,12.0,15,17.0,2007,0.0006991189999999999,0,0,14,3369,24,4129.0,0,3,0,296586.1456525213,4625.230528377908
1.0,38.73793051716,8.0,14,14.0,2005,0.041116354,0,0,53,14892,4,900.0,1,4,0,182642.35551821362,2762.5132834394954
3.0,82.69673154128053,10.0,14,14.0,2018,0.072157581,0,0,2,629,1,900.0,0,0,1,240748.5817682702,2762.5132834394954
1.0,38.14086553923047,0.0,12,0.0,1977,0.011654127,0,0,4,915,0,900.0,0,0,0,116722.02527604294,2762.5132834394954
1.0,35.0421790959032,6.0,5,5.0,1961,0.040242764,0,0,25,3478,11,2729.0,3,1,0,162635.0971419442,4186.662748188238
2.0,45.16373044524129,5.0,3,5.0,1964,0.118537385,0,0,30,6207,1,1183.0,1,0,0,117729.448142729,4382.413947200826
2.0,52.25791478470514,9.0,8,14.0,2006,0.092290642,0,0,21,4346,2,165.0,1,2,0,268419.6752799736,4124.217673241366
1.0,33.81890427659867,9.0,10,12.0,1967,0.194489265,0,0,47,8004,3,125.0,3,5,0,157933.3597167861,3986.5681703354994
2.0,52.46662680308231,8.0,5,14.0,1987,0.0077202819999999985,0,0,38,4788,2,900.0,0,4,0,242757.0004175871,4229.830132718442
2.0,66.23555392168586,8.0,6,8.0,1960,0.081943463,0,0,20,2738,20,900.0,1,4,0,426779.6757908049,5875.235049369963
2.0,52.24801300255672,7.0,6,17.0,1993,0.069753361,0,0,53,13670,4,900.0,1,11,0,85434.18782325336,4166.864688072443
2.0,48.68480716964468,5.0,11,12.0,1972,0.122190486,0,0,25,4724,2,1308.0,1,3,0,195258.53581657575,4610.399154954972
1.0,41.341135688378635,1.0,4,4.0,1977,0.034656082000000005,0,0,0,168,0,900.0,0,0,0,90020.30499318677,2272.4391831680537
1.0,38.105017719065344,8.0,3,12.0,1982,0.313924552,0,0,22,4625,11,3855.0,2,10,0,197515.76769628163,4832.085356492249
3.0,135.1642311063573,0.0,2,0.0,1977,0.014072961,0,0,2,475,0,900.0,0,0,0,166687.73582433807,2272.4391831680537
2.0,51.99488855770154,6.0,5,12.0,1981,0.175054867,0,0,36,10055,3,900.0,1,0,0,226706.25161445863,4610.399154954972
1.0,37.645820210072415,1.0,4,16.0,2016,0.211401214,0,0,9,1892,0,900.0,0,1,0,88993.15543288397,2762.5132834394954
1.0,44.15361938638872,10.0,5,20.0,2016,0.011654127,0,0,4,915,0,900.0,0,0,0,134173.53618725325,2762.5132834394954
1.0,48.75773310529986,1.0,16,1.0,2015,0.243204519,0,0,5,1564,0,540.0,0,0,0,155224.2276652908,2861.079292929318
2.0,64.51520710288801,1.0,9,17.0,1977,0.371148999,0,0,34,7065,1,750.0,2,5,0,189484.63156823398,2938.048239111628
2.0,55.37441988203647,9.0,11,24.0,2009,0.002211665,0,0,39,7614,3,900.0,1,5,1,104137.09191786412,4552.38846561944
1.0,30.806584597827253,0.0,2,0.0,1977,0.034656082000000005,0,0,0,168,0,900.0,0,0,0,65379.95734475591,2272.4391831680537
1.0,31.64958147185561,5.0,1,9.0,1963,0.1363303,0,0,30,6141,10,262.0,3,6,0,151062.78038841294,5017.6487513598795
1.0,40.719652872638285,7.0,6,17.0,2003,6.99893e-05,0,0,46,10309,1,240.0,1,16,0,201323.773301427,4181.963614858857
1.0,47.56444337054507,13.0,9,24.0,2012,0.050900058,0,0,43,10621,1,30.0,2,3,0,199556.86590520246,3494.426935835619
1.0,53.39269991707995,1.0,7,1.0,1977,0.243204519,0,0,5,1564,0,540.0,0,0,0,129606.28290529865,2861.079292929318
1.0,39.01083585194189,10.0,12,19.0,1977,0.211401214,0,0,9,1892,0,900.0,0,1,0,91268.37773591458,2762.5132834394954
3.0,79.241120502054,10.0,15,16.0,1977,0.000991363,0,0,33,6783,3,900.0,1,9,0,380613.3739170898,5478.576959464464
2.0,54.69426949377282,6.0,8,9.0,1971,0.282797669,0,0,33,8667,2,900.0,0,6,0,100245.54034245512,4219.992381822662
1.0,32.330333302772885,6.0,8,9.0,1980,0.219006007,0,0,28,6746,3,900.0,1,4,0,153824.02047663243,4124.217673241366
2.0,53.98995387267331,6.0,7,9.0,1970,0.020741326,0,0,24,5613,5,1340.0,2,5,0,307297.04684873496,4730.652435824392
1.0,40.63146001960157,1.0,17,17.0,1977,0.007122317,0,0,1,264,0,900.0,0,1,0,135862.43626486594,3251.274406336983
3.0,74.97657181327205,10.0,2,17.0,1992,0.0,0,0,27,4798,0,30.0,2,8,0,302428.2814113376,4333.671199072258
2.0,43.92273521678444,5.0,5,5.0,1963,0.307466659,0,1,30,5048,9,325.0,2,5,0,183619.27163266318,4262.324103632845
1.0,39.22879467501645,8.0,2,10.0,1995,0.041116354,0,0,53,14892,4,900.0,1,4,0,151909.6459149844,4031.0065395695938
2.0,46.29737422409241,6.0,13,12.0,1972,0.161975568,0,1,31,7010,5,4508.0,3,7,0,238608.6626828097,5003.889499702173
2.0,67.97220540381187,1.0,13,17.0,1977,0.371148999,0,0,34,7065,1,750.0,2,5,0,183794.366241372,2938.048239111628
2.0,64.28506724828556,9.0,16,16.0,1972,0.282797669,0,0,33,8667,2,900.0,0,6,0,343995.10296205425,4219.992381822662
3.0,57.54116208983821,5.0,9,9.0,1976,0.300322518,0,0,52,10311,6,900.0,1,9,0,241284.69870009,4528.020925876495
3.0,55.21318159197818,5.0,3,5.0,1965,0.000995363,0,0,42,7651,1,900.0,1,5,0,214400.93941050424,4073.002230935311
2.0,61.12303072263193,1.0,15,20.0,1977,0.007122317,0,0,1,264,0,900.0,0,1,0,203425.98654397926,3251.274406336983
1.0,50.33710217441808,11.0,18,16.0,2004,0.093442564,0,0,23,4635,5,3300.0,2,4,0,337684.95983058924,4552.38846561944
2.0,58.63486587397398,1.0,5,17.0,1977,0.075778755,0,0,6,1437,3,900.0,0,2,0,179772.35500744413,2272.4391831680537
2.0,45.57479661015466,6.0,6,12.0,1970,0.127811589,0,0,28,7287,5,320.0,1,3,0,192358.1290200675,4430.244621714515
2.0,46.41638144536218,5.0,5,5.0,1961,0.225824954,1,0,41,6558,7,1548.0,3,2,0,159908.9207213924,4188.4147446414245
2.0,54.024654539484246,9.0,11,16.0,1979,0.037177818,0,0,52,11217,1,2300.0,1,7,0,202620.33592076448,4450.858000232839
1.0,31.12674753682793,1.0,11,17.0,2017,0.034656082000000005,0,0,0,168,0,900.0,0,0,0,74551.82614991626,2272.4391831680537
1.0,61.46971625866468,15.0,5,6.0,1977,0.07542368,0,0,11,3097,0,900.0,0,0,0,155874.7323998827,2762.5132834394954
3.0,75.77598837693716,6.0,5,14.0,1977,0.040242764,0,0,25,3478,11,2729.0,3,1,0,417308.9934867819,4644.689213977664
2.0,46.70536377545421,4.0,2,5.0,1961,0.060753049,0,0,15,2787,2,520.0,0,7,0,138396.51485603492,4571.660176827585
1.0,32.33268639894296,5.0,3,5.0,1964,0.051942062,0,0,17,4017,7,800.0,2,0,0,158881.67272006572,5589.584729702037
1.0,34.23045846084477,6.0,7,9.0,1971,0.033493708,0,0,66,10573,1,1322.0,3,8,0,132204.75802500115,3994.5317696987863
1.0,37.5472702842621,8.0,9,10.0,1996,0.033493708,0,0,66,10573,1,1322.0,3,8,0,164474.22295104252,4254.806236786032
2.0,43.1520679365497,5.0,1,5.0,1964,0.150817539,0,0,16,3433,4,2643.0,4,5,0,184949.25682856503,4816.660885200276
3.0,72.75823851202937,7.0,4,16.0,1978,0.300322518,0,0,52,10311,6,900.0,1,9,0,330204.6887386405,4528.020925876495
2.0,55.28081986064991,0.0,7,0.0,1977,0.072157581,0,0,2,629,1,900.0,0,0,1,159992.4876139753,2613.223638044904
2.0,42.769906106380304,5.0,2,9.0,1973,0.127811589,0,0,28,7287,5,320.0,1,3,0,171852.38865536446,4430.244621714515
3.0,65.62517845416716,10.0,10,12.0,1973,0.033493708,0,0,66,10573,1,1322.0,3,8,0,285568.5191894024,3994.5317696987863
1.0,39.273009215677774,8.0,2,14.0,1970,0.136244425,0,0,11,2370,0,900.0,0,1,0,119163.24935918314,3209.5553981422663
3.0,117.71455103699681,15.0,17,30.0,2012,0.0,0,0,36,6714,2,2672.0,0,2,0,624680.099059137,4745.150770301531
2.0,40.829855315980396,6.0,4,12.0,1970,0.020741326,0,0,24,5613,5,1340.0,2,5,0,245219.18543655594,4620.95991647066
2.0,58.40527503100289,7.0,12,12.0,1980,0.122190486,0,0,25,4724,2,1308.0,1,3,0,237718.72083027413,4430.244621714515
3.0,85.34523314948923,1.0,13,20.0,2016,0.072157581,0,0,2,629,1,900.0,0,0,1,265311.5169858603,2762.5132834394954
2.0,58.8891728796043,9.0,4,17.0,1989,0.246031548,0,1,22,3151,4,2715.0,3,3,0,217401.33132394837,4451.242829085756
1.0,38.77000948849199,7.0,17,17.0,2014,0.243204519,0,0,5,1564,0,540.0,0,0,0,111490.44272644537,2861.079292929318
3.0,92.18395214820877,10.0,4,10.0,1956,0.174739084,0,0,17,3379,9,100.0,0,3,0,478782.48842128884,4182.984694584688
3.0,62.58350145008118,6.0,1,12.0,1971,0.089039719,0,0,33,7976,5,900.0,0,11,0,246763.45383180317,4458.893221811486
2.0,44.832124607800644,5.0,4,5.0,1964,0.225824954,1,0,41,6558,7,1548.0,3,2,0,177535.3737452566,4188.4147446414245
1.0,37.89978654520385,6.0,10,9.0,1979,0.188783766,0,0,31,6137,4,900.0,0,1,0,162840.31660016338,4608.809056600242
3.0,86.34058762161992,1.0,23,23.0,1990,0.069753361,0,0,53,13670,4,900.0,1,11,0,331562.07874835236,4285.831800655367
1.0,30.759539581689957,7.0,17,17.0,2002,0.111627393,0,0,50,12238,8,1970.0,2,3,0,209377.00384376786,5003.889499702173
1.0,40.37262129184163,7.0,15,17.0,2005,0.127375905,0,0,43,8429,3,900.0,3,9,0,171483.8554170241,4424.291635018726
1.0,33.559979003091264,5.0,4,5.0,1963,0.111627393,0,0,50,12238,8,1970.0,2,3,0,165460.22241381087,5003.889499702173
2.0,57.300257272154816,9.0,17,17.0,1992,0.0006991189999999999,0,0,14,3369,24,4129.0,0,3,0,257520.3196491729,4625.230528377908
2.0,65.8751019261082,10.0,19,17.0,1994,0.1363303,0,0,30,6141,10,262.0,3,6,0,147570.42992296265,5736.995959026926
2.0,57.363837878119924,1.0,3,15.0,1977,0.005767451,0,0,1,388,0,900.0,0,0,0,95227.62905442367,2272.4391831680537
1.0,40.76598422914002,8.0,2,17.0,1988,0.0,0,0,30,5562,0,900.0,0,5,1,156041.93646711114,4120.025201223722
1.0,35.55126477816215,9.0,3,9.0,1962,0.486245621,0,0,13,2514,19,900.0,0,6,0,150063.02483891492,4067.568928722545
2.0,47.72799961365304,5.0,1,9.0,1970,0.049637257,0,0,34,7759,0,229.0,1,3,0,210352.15016350397,4832.085356492249
2.0,59.759341378610145,10.0,6,22.0,1988,0.037177818,0,0,52,11217,1,2300.0,1,7,0,313802.3378282537,4450.858000232839
2.0,57.03599600077772,9.0,6,5.0,1963,0.0,0,0,25,5027,4,46.0,1,1,0,381880.54409051186,5029.78368192822
1.0,42.90036560752277,8.0,14,17.0,2002,0.17891679600000002,0,0,18,3594,4,192.0,1,5,0,236505.36474791128,4430.244621714515
2.0,54.35462435230073,1.0,4,15.0,2017,0.005767451,0,0,1,388,0,900.0,0,0,0,91011.48552842301,2272.4391831680537
2.0,65.04393558318965,7.0,2,5.0,1957,0.309479124,0,0,35,7715,4,990.0,0,6,0,240308.61850870532,4736.6316107216
1.0,45.17973695949804,10.0,18,22.0,2005,0.371148999,0,0,34,7065,1,750.0,2,5,0,189477.39033787145,2938.048239111628
1.0,46.16057600994112,0.0,14,25.0,1977,0.243204519,0,0,5,1564,0,540.0,0,0,0,139968.82461432138,2861.079292929318
1.0,34.998058588883836,5.0,5,5.0,1964,0.086885265,0,0,10,2277,2,1547.0,0,0,0,126557.61537593172,4186.662748188238
3.0,85.93617060557894,10.0,14,16.0,2005,0.041116354,0,0,53,14892,4,900.0,1,4,0,298013.4261601991,4031.0065395695938
2.0,44.30807907177439,5.0,3,5.0,1961,0.069660344,0,0,31,6119,4,900.0,1,2,0,187266.03953380662,4186.662748188238
1.0,38.50640717439108,1.0,9,17.0,1977,0.243204519,0,0,5,1564,0,540.0,0,0,0,128959.85248764248,2861.079292929318
1.0,48.74921761068064,1.0,8,25.0,1977,0.243204519,0,0,5,1564,0,540.0,0,0,0,140529.95455572085,2861.079292929318
1.0,160.64758838378532,1.0,3,3.0,1977,0.014072961,0,0,2,475,0,900.0,0,0,0,217874.99745192318,2272.4391831680537
1.0,47.399294227484475,10.0,7,17.0,2011,0.006076152,0,0,30,5285,0,645.0,6,6,0,169603.42688723368,5025.790433842624
1.0,32.661301190960785,7.0,3,12.0,1975,0.100455735,0,0,43,7227,0,900.0,1,6,1,169378.72637286686,4229.830132718442
2.0,66.03302185096129,12.0,3,16.0,2018,0.007122317,0,0,1,264,0,900.0,0,1,0,160398.80187592187,3251.274406336983
1.0,34.481866711737645,6.0,8,12.0,1975,0.127375905,0,0,43,8429,3,900.0,3,9,0,144561.79485911282,4424.291635018726
1.0,31.841168495377694,5.0,1,5.0,1968,0.0,0,0,47,11319,0,1145.0,3,5,0,149286.79093827933,4608.809056600242
1.0,42.205421285803226,1.0,20,25.0,2019,0.307466659,0,1,30,5048,9,325.0,2,5,0,230486.63398128608,4494.8213762593505
2.0,45.945167940776216,5.0,5,5.0,1964,0.130617806,0,0,39,10418,9,900.0,1,9,0,210510.45537182427,4562.0267772945335
5.0,121.57742344734959,1.0,25,1.0,1977,0.069753361,0,0,53,13670,4,900.0,1,11,0,455446.393758171,4285.831800655367
2.0,47.01858108133978,6.0,6,12.0,1982,0.13321533300000002,0,0,49,11395,3,1406.0,3,4,1,212629.12591381915,4117.731855075404
1.0,48.1052281982363,1.0,16,17.0,1977,0.243204519,0,0,5,1564,0,540.0,0,0,0,140349.45689139495,2861.079292929318
3.0,66.5282004701069,8.0,10,9.0,1974,0.309479124,0,0,35,7715,4,990.0,0,6,0,272663.06542109296,4296.248343930521
1.0,41.72439128048997,8.0,2,14.0,1985,0.458174486,0,1,26,4439,1,1130.0,1,5,0,152573.6989041309,4124.217673241366
1.0,38.22758279419987,10.0,4,12.0,1972,0.333891544,0,0,30,6564,1,900.0,0,0,0,167249.61306159702,4158.1879792757445
1.0,41.279802166428645,9.0,9,25.0,2007,0.012338886,0,0,35,5776,1,2078.0,2,4,0,199140.83369891092,3994.5317696987863
1.0,38.46080747913914,8.0,5,17.0,1996,0.069753361,0,0,53,13670,4,900.0,1,11,0,176552.02065422348,3209.5553981422663
3.0,78.55301480564889,10.0,3,9.0,1973,0.194489265,0,0,47,8004,3,125.0,3,5,0,253983.95230722727,3986.5681703354994
1.0,38.1611778227419,1.0,7,19.0,1977,0.211401214,0,0,9,1892,0,900.0,0,1,0,108179.29563950289,2762.5132834394954
2.0,53.469433208148345,8.0,4,12.0,1982,0.407276235,1,0,9,1768,0,370.0,0,0,1,182516.55818109802,3413.474713124205
2.0,47.421493269463326,6.0,9,12.0,1980,0.090799103,0,0,74,19083,2,900.0,5,15,0,197873.9695499043,4273.749206965422
2.0,71.06185373681834,10.0,3,17.0,2018,0.075778755,0,0,6,1437,3,900.0,0,2,0,233814.07530028233,3319.318045403382
3.0,78.77844360361523,10.0,7,17.0,1994,0.000991363,0,0,33,6783,3,900.0,1,9,0,258770.6243588981,4296.248343930521
3.0,78.82435569270865,10.0,10,12.0,1997,0.041365446,0,0,31,5569,0,900.0,1,4,0,310638.32410907146,4081.4018507543483
2.0,49.251137234832996,7.0,4,9.0,1969,0.135649789,0,0,46,7960,6,350.0,3,11,0,226390.9880720457,5017.6487513598795
2.0,67.85660048761633,0.0,12,0.0,1977,0.017647053,0,0,2,469,0,900.0,0,0,0,184241.6076532796,2762.5132834394954
2.0,52.46646287801794,8.0,5,12.0,1979,0.101872465,0,0,23,4583,3,900.0,3,3,0,269694.16391909646,4181.963614858857
1.0,36.990846406422136,9.0,9,16.0,1978,0.521867054,0,0,25,6149,0,900.0,0,0,0,156339.2545493406,4219.992381822662
3.0,105.14044219625922,0.0,9,0.0,1977,0.072157581,0,0,2,629,1,900.0,0,0,1,265689.0226171058,2613.223638044904
1.0,38.98449069122291,0.0,9,16.0,2014,0.011654127,0,0,4,915,0,900.0,0,0,0,107566.05820579457,2762.5132834394954
3.0,65.5983259014652,1.0,5,4.0,1977,0.034656082000000005,0,0,0,168,0,900.0,0,0,0,131250.9158694752,2272.4391831680537
1.0,52.81792278866687,1.0,4,17.0,1977,0.243204519,0,0,5,1564,0,540.0,0,0,0,151947.48560123716,2861.079292929318
2.0,48.60510587836389,8.0,13,14.0,1972,0.040242764,0,0,25,3478,11,2729.0,3,1,0,203380.67515690762,4644.689213977664
1.0,40.422991819162974,8.0,7,16.0,2005,0.050900058,0,0,43,10621,1,30.0,2,3,0,141704.7967760466,3494.426935835619
2.0,73.27701000352207,12.0,8,9.0,2014,0.072157581,0,0,2,629,1,900.0,0,0,1,171255.8562872564,2613.223638044904
1.0,36.14819786791131,9.0,9,12.0,1970,0.194489265,0,0,47,8004,3,125.0,3,5,0,173783.20852633505,3986.5681703354994
2.0,66.15145986096162,1.0,18,17.0,1977,0.007122317,0,0,1,264,0,900.0,0,1,0,245970.07724645425,3251.274406336983
2.0,64.08326750186569,1.0,2,17.0,1977,0.243204519,0,0,5,1564,0,540.0,0,0,0,187599.92423077679,2861.079292929318
